baron_greek;Drungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_danish;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_swedish;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_norwegian;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_gothic;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_icelandic;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_norse;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_danish;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_swedish;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_norwegian;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_danish;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_gothic;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_icelandic;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_danish;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_swedish;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_norwegian;Herra;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_swedish;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_swedish;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_danish;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_danish;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_norwegian;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_norwegian;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_icelandic;Jarldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_gothic;Jarldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_swedish;Jarldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_danish;Jarldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_norwegian;Jarldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_norwegian;County of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_icelandic;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_gothic;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_swedish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_danish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_norwegian;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_norse;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_icelandic;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_gothic;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_swedish;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_danish;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_norwegian;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_norse;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_icelandic;Jarldom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_gothic;Jarldom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_swedish;Jarldom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_danish;Jarldom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_norwegian;Jarldom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_norwegian;County;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_russian;Boyar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_russian;Boyarynia;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_russian;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_russian;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_russian;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_russian;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_russian;Grand Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_russian;Grand Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_ruler_consort_female_russian;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_russian;Tsar;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_russian;Tsarina;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_title_ruler_consort_russian;Grand Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_russian;Knyazhich;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_russian;Knyazhna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_russian;Volost of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_russian;Udel of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_russian;Duchy of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_russian;Grand Duchy of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_russian;Tsardom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_russian;Posadnik;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_count_russian;Viceroy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
temple_baron_russian;Bishop;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_scottish;Chieftain;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_scottish;Chieftess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_scottish;Earl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_scottish;Earl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_scottish;Earl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_scottish;Earldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_scottish;Mormaerdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_scottish;Baillie;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_count_scottish;Provost;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_barony_of_scottish;Burgh of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_county_of_scottish;Burgh of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_irish;Tigerna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_irish;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_irish;Ri buiden;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_irish;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_irish;Rí ruirech;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_irish;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_irish;High King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_irish;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_irish;Ollamh Érenn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_irish;Ollamh Érenn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_irish;Flaith;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_irish;Banfhlaith;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_irish;People of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_irish;Province of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_irish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_irish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_irish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_welsh;Tigerna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_welsh;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_welsh;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_welsh;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_welsh;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_welsh;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_welsh;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_welsh;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_welsh;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_welsh;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_welsh;Heir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_welsh;Commote of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_welsh;Cantref of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_welsh;Principality of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_welsh;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_welsh;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_cumbric;Tigerna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_cumbric;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_cumbric;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_cumbric;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_cumbric;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_cumbric;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_cumbric;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_cumbric;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_cumbric;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_cumbric;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_cumbric;Heir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_cumbric;Commote of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_cumbric;Cantref of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_cumbric;Principality of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_cumbric;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_cumbric;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_cornish;Tigerna;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_cornish;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_cornish;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_title_ruler_consort_cornish;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_cornish;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_cornish;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_cornish;Tywysog;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_cornish;Tywysoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_cornish;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_cornish;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_cornish;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_cornish;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_cornish;Heir;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_cornish;Commote of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_cornish;Cantref of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_cornish;Principality of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_cornish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_cornish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_lithuanian;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_lithuanian_female;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_lithuanian;Grand Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_lithuanian_female;Grand Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_title_ruler_consort_lithuanian;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_title_ruler_consort_female_lithuanian;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_lithuanian_female;Grand Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_lithuanian;Grand Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_lithuanian;Grand Duchy of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_lithuanian;Voivode;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barron_lithuanian;Bajoras;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_english;Earl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_english;Earldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_english;Sheriff;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_count_english;High sheriff;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_saxon;Thegn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_saxon;Ealdorman;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_saxon;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_saxon;Earl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_saxon;Lady;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_saxon;Earldom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_saxon;Tithingman;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_count_saxon;Provost;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_barony_of_saxon;Tithing of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_county_of_saxon;Burgh of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_saxon;Shire of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_saxon;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_saxon;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_saxon;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_saxon;Kingdom;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_saxon;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_saxon;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_saxon;Empire;;;;;;;;;;;;;;;;;;;;;;;;;;;;
empire_of_saxon;Empire of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_saxon;Shire;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_frankish;Baron;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_frankish;Baroness;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_frankish;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_frankish;Countess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_frankish;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_frankish;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_frankish;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_frankish;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_frankish;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_frankish;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_frankish;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_frankish;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_occitan;Baron;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_occitan;Baroness;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_occitan;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_occitan;Countess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_occitan;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_occitan;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_occitan;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_occitan;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_occitan;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_occitan;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_occitan;Prince;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_occitan;Princess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
castle_barony_of_frankish;Barony of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_frankish;County of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_frankish;Duchy of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kingdom_of_frankish;Kingdom of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_portuguese;Baron;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_portuguese;Baroness;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_portuguese;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_portuguese;Countess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_portuguese;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_portuguese;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_portuguese;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_portuguese;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_portuguese;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_portuguese;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_portuguese;Infant;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_portuguese;Infant;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_galician;Baron;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_galician;Baroness;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_galician;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_galician;Countess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_galician;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_galician;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_galician;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_galician;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_galician;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_galician;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_galician;Infant;;;;;;;;;;;;;;;;;;;;;;;;;;;;
title_prince_female_galician;Infant;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_norman;Châtelain;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_norman;Châtelaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;
castle_barony_of_norman;Castellany of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_norman;Bailiff;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_barony_of_norman;Bailiwick of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_polish;Castellan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_female_polish;Castellan;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_polish;Starosta;;;;;;;;;;;;;;;;;;;;;;;;;;;;
count_female_polish;Staroscina;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_polish;Duke;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duke_female_polish;Duchess;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_polish;King;;;;;;;;;;;;;;;;;;;;;;;;;;;;
king_female_polish;Queen;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_polish;Emperor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emperor_female_polish;Empress;;;;;;;;;;;;;;;;;;;;;;;;;;;;
barony_of_polish;Castellany of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
county_of_polish;Starostwo of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
duchy_of_polish;Duchy of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_baron_polish;Mayor;;;;;;;;;;;;;;;;;;;;;;;;;;;;
city_count_polish;Vogt;;;;;;;;;;;;;;;;;;;;;;;;;;;;
temple_count_polish;Bishop;;;;;;;;;;;;;;;;;;;;;;;;;;;;
temple_county_of_polish;Diocese of;;;;;;;;;;;;;;;;;;;;;;;;;;;;
